base_fees,block_number,block_time,cb_transfer,from_addr,mev_bot_label,mev_value,multi_trade,pair,priority_fees,taker,to_addr,token_bought_amount,token_bought_contract,token_bought_symbol,token_sold_amount,token_sold_contract,token_sold_symbol,tx_hash,tx_index,volume
6.5632560758982e-05,23386401,2025-09-18 00:32:23.000 UTC,0,0x910cb5a80c20d00345a2b00de6117e837cde584b,,0.002536408493228916,0,USDT-WETH,0.002536408493228916,0x4ee9775db5c1e73ea170678c109ef079b2ad4811,0x4ee9775db5c1e73ea170678c109ef079b2ad4811,16777.163217,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,3.652916806929081,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,0x533d251dbfa6dc868711403a381f3ef4dedda8f2e89d5a204fe8462d526ed7d6,6,16787.112074787685
5.2326226264473e-05,23366396,2025-09-15 05:28:47.000 UTC,7.339269403654e-06,0xf298b9cae102e72dd957fed231cc776c78a3936f,,1.9234299403654e-05,0,USDT-WETH,1.189503e-05,0x23fc436d72028d7e4fec71f214d9a00b3da5782b,0x23fc436d72028d7e4fec71f214d9a00b3da5782b,8.2489316954048e-05,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,0.384508,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0x0f5007953e178d3dda07d9d86f9dde4882663bcfd6c39439cf5172de3400c810,168,0.38438289424930333
5.0049396787271e-05,23380062,2025-09-17 03:18:11.000 UTC,0.000159755793317791,0x4e0e51a4c8042b3b000000469de4cecf5394e0d3,,0.00017049318331779098,0,USDT-WETH,1.0737390000000001e-05,0x23fc436d72028d7e4fec71f214d9a00b3da5782b,0x23fc436d72028d7e4fec71f214d9a00b3da5782b,0.000253429211776641,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1.148129,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0x63c69e32956ff7e0c62226d377ef6cf6bada6860d7bc777878aaa785692c242c,26,1.1477885030127604
7.54984358304e-05,23366907,2025-09-15 07:12:35.000 UTC,1.2684838147762e-05,0xe5ece2caf0b7967eecc20898944013c8dc80ec2d,,2.1180838147762e-05,0,USDT-WETH,8.496e-06,0x23fc436d72028d7e4fec71f214d9a00b3da5782b,0x23fc436d72028d7e4fec71f214d9a00b3da5782b,0.000133585438818261,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,0.62006,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0xefb6921cf785d662e8f9cb0a609db2ca720a4fee595523069c5305ba8d08200b,61,0.6193221321772807
0.000139550246810554,23404263,2025-09-20 12:25:23.000 UTC,0.001324451264702984,0x9af2209fe8b849f8d61df3a0471a3c12cbf8e0a4,,0.003575428567702984,0,USDT-WETH,0.002250977303,0xbd33ac1504f7deffc89bbb0b6d5a7f3ebb2eb5e1,0xbd33ac1504f7deffc89bbb0b6d5a7f3ebb2eb5e1,519.579824,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0.11631697039794232,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,0x7c5f04d53245acb5bb0de9e245be9bd26e6d957d34780e33e81365a03ac771ba,6,520.003801136384
8.614939451059199e-05,23378415,2025-09-16 21:47:47.000 UTC,0,0x82914a781d3add7f8f4f198666f14618415ac613,,4.2698355e-09,0,USDT-WETH,4.2698355e-09,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,1.898899450856324,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,8550.201763,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0x627f44d409bee164c30fdde8ff1537fa78ed3ce14bd9b2eee8967a7e8aaeadd8,295,8549.62387653002
3.8648058304391995e-05,23401563,2025-09-20 03:21:23.000 UTC,0,0xd6dd3712d548f5975e72ce27b4229686d1778009,,0.00011103668176186799,0,USDT-WETH,0.00011103668176186799,0x66a9893cc07d91d95644aedd05d03f95e1dba8af,0xd6dd3712d548f5975e72ce27b4229686d1778009,138.609458,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0.03106687456259262,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,0x893294b0876c77a715c8bb7437e14b6d2c1420ce8758e7a786e5f815e49ee812,9,138.714523969164
5.0837601098938e-05,23402595,2025-09-20 06:48:35.000 UTC,2.898429474819e-06,0xe5ece2caf0b7967eecc20898944013c8dc80ec2d,,1.2685539474819e-05,0,USDT-WETH,9.78711e-06,0x23fc436d72028d7e4fec71f214d9a00b3da5782b,0x23fc436d72028d7e4fec71f214d9a00b3da5782b,5.9815131888487e-05,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,0.267719,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0x434b34f1a7a17e5f2b8ab1d7db034e7722f12e69f0c172cf866c806cd5729f2a,68,0.26781627151751164
7.8332485164102e-05,23401610,2025-09-20 03:30:47.000 UTC,0,0x2568c438b36e73e1c08cf2aa6b660bed44c49389,,0.000441869,0,USDT-WETH,0.000441869,0x66a9893cc07d91d95644aedd05d03f95e1dba8af,0x2568c438b36e73e1c08cf2aa6b660bed44c49389,2512.694503,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0.5631910960877874,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,0x27b5dbbf9f2bbdc8726cf34a7956fba380eb42409e53db5947c9cb590fb6ec39,43,2514.7951156045083
4.350998648619e-05,23410085,2025-09-21 07:58:59.000 UTC,0,0x852218d10dca12f59a47a9b019de8eb72e5f4578,,0.00017165603983941,0,USDT-WETH,0.00017165603983941,0x66a9893cc07d91d95644aedd05d03f95e1dba8af,0x852218d10dca12f59a47a9b019de8eb72e5f4578,0.005107700339489432,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,22.884471,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0x1622a48b2c4071d6441e6342588199e2800a7ab69514a7ab69600c06219d6c68,48,22.89261076758484
